,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
2282,11000000,,1587,tt0108550,10032765,118,en,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.",32.406,What's Eating Gilbert Grape,7.7,3372,1993,Drama,Romance,,,,,,
2283,60000000,,13673,tt0388419,0,99,en,"When their only daughter Blair leaves the family nest, Luther and Nora Krank decide to book an island cruise to beat the yuletide blues and just skip the holidays. But their decision to boycott tradition has the whole neighborhood in an uproar, and when Blair call son Christmas Eve to announce a surprise visit with her new fiancée, the Kranks have just twelve hours to perform a miracle and pull themselves and their neighbors together to throw the best celebration ever!",32.404,Christmas with the Kranks,6.2,937,2004,Comedy,Family,,,,,,
2284,65000000,http://eyeswideshut.warnerbros.com/,345,tt0120663,162091208,159,en,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",32.402,Eyes Wide Shut,7.5,5073,1999,Drama,Mystery,Thriller,,,,,
2285,0,,335977,tt1462764,0,0,en,"Finding himself in a new era, approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",32.368,Indiana Jones and the Dial of Destiny,0.0,0,2023,Action,Adventure,,,,,,
2286,17000000,http://www.evildead-movie.com/,109428,tt1288558,97542952,96,en,"Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one-by-one.",32.355,Evil Dead,6.5,3831,2013,Horror,,,,,,,
2287,0,,859860,tt11833710,0,89,en,"U.S. marshal Britt MacMasters returns from a mission to find his father wounded and his son kidnapped by the outlaw Jed Blake. Hot on their trail, Britt forms a posse with a gunslinging deputy and a stoic Pawnee tracker. But Jed and Britt tread dangerously close to the Red Desert’s Sioux territory.",32.346,Catch the Bullet,5.7,88,2021,Action,Western,,,,,,
2288,25000000,http://www.nannymcphee.co.uk/,35019,tt1415283,123276807,109,en,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",32.323,Nanny McPhee and the Big Bang,6.3,1612,2010,Comedy,Family,Fantasy,,,,,
2289,0,https://www.netflix.com/title/81460514,1030323,tt22440764,0,95,en,"A young woman dreamed of a military career. In 2020, however, after telling her mother she was being sexually harassed on the Fort Hood army base, Guillen was murdered by a fellow soldier. Her story sparked an international movement of assault victims demanding action. The project follows her family’s fight for historic reform, a journey that takes them to the Oval Office.",32.321,I Am Vanessa Guillen,7.3,32,2022,Documentary,,,,,,,
2290,20000000,http://www.neverbackdownthemovie.com/,8456,tt1023111,41627431,115,en,"Jake, full of anger after his father's death, is just starting to find a place for himself at his new Orlando high school - until Ryan, head of an underground MMA fight club, picks Jake out as a prime opponent. After being trounced by Ryan in front of the entire school, Jake begins training under the firm, moral guidance of a MMA master, where he learns how to fight... and how to avoid a fight. But it becomes obvious that a rematch will be inevitable if Jake wants to stop Ryan and his bullying, once and for all.",32.313,Never Back Down,6.8,2025,2008,Action,Drama,,,,,,
2291,20000000,,681887,tt11762434,349757,88,en,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",32.312,Cosmic Sin,4.2,468,2021,Action,Adventure,ScienceFiction,,,,,
2292,0,,932339,tt15092772,0,0,en,"Diego wants to separate from his wife, Lucía, but he doesn't know how to tell her. He is fed up with her neuroses and constant complaints about him, and he has long since lost the spark that made him fall in love. Unable to say it to her face, he turns to Cuervo Flores, a famous seducer ""from before"", who will try to make Lucía fall in love so that she will be the one to end her marriage.",32.302,Un novio para mi mujer,5.5,26,2022,Comedy,Romance,,,,,,
2293,125000000,,955,tt0120755,546388105,123,en,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",32.298,Mission: Impossible II,6.1,5579,2000,Action,Adventure,Thriller,,,,,
2294,0,https://www.youtube.com/watch?v=Z5ezsReZcxU,558144,tt6612630,0,4,en,"Deadpool sees an opportunity to save the day, but it doesn't go entirely as planned.",32.295,Deadpool: No Good Deed,7.2,421,2017,Action,Comedy,Crime,,,,,
2295,0,http://wwws.warnerbros.co.jp/rurouni-kenshin/index.html,127533,tt1979319,61700000,134,ja,"In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing.",32.289,Rurouni Kenshin Part I: Origins,7.6,653,2012,Action,Adventure,Drama,History,,,,
2296,0,http://pierrot.jp/title/naruto/movie2005/index.html,16910,tt0791188,10200000,96,ja,"Naruto, Shikamaru, and Sakura are executing their mission of delivering a lost pet to a certain village. However, right in the midst of things, troops led by the mysterious knight, Temujin, attack them. In the violent battle, the three become separated. Temujin challenges Naruto to a fight and at the end of the fierce battle, both fall together from a high cliff...",32.289,Naruto: Legend of the Stone of Gelel,6.6,289,2005,Adventure,Animation,Fantasy,,,,,
2297,23000000,http://disney.go.com/official-sites/arrietty/index,51739,tt1568921,149480483,94,ja,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",32.286,The Secret World of Arrietty,7.6,2355,2010,Animation,Family,Fantasy,,,,,
2298,0,,526007,tt7979142,0,90,en,"Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realises he must stop the real murderer before she becomes the next victim.",32.274,The Night Clerk,6.2,566,2020,Crime,Drama,Thriller,,,,,
2299,5883687,http://mline-distribution.com/sub/film_010100.html?bmain=view&mode=&uid=282,479718,tt7468056,52946454,121,ko,"In Chinatown, law and order is turned upside down when a trio of feral Chinese gangsters arrive, start terrorizing civilians, and usurping territory. The beleaguered local gangsters team up with the police, lead by the badass loose cannon Ma Seok-do, to bring them down. Based on a true story.",32.269,The Outlaws,7.7,236,2017,Action,Crime,,,,,,
2300,0,http://www.nikkatsu.com/movie/26240.html,262743,tt0287604,0,71,ja,"Reiko is a high class call girl employed by a large corporation. She’ll do anything necessary to help her employer land new business, including kinky sex and humiliation, to please her high class clientele. Secretly bedding rival company executives on her own time, Reiko’s world turns upside down when a former lover comes back to her for affection. The problem is he’s married! With yet another shy employee vying for her attention, Reiko gets caught in a triple tryst that could change her future forever.",32.269,Office Love: Behind Closed Doors,3.6,5,1985,Romance,,,,,,,
2301,200000000,http://movies.disney.com/finding-dory,127380,tt2277860,1028570889,97,en,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,32.266,Finding Dory,7.0,10966,2016,Adventure,Animation,Comedy,Family,,,,
2302,0,http://skydance.com/film/gemini-man/,453405,tt1025100,173469516,117,en,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",32.242,Gemini Man,6.3,4481,2019,Action,ScienceFiction,Thriller,,,,,
2303,30000000,https://www.newregency.com/movies/meet-the-spartans,7278,tt1073498,85897593,84,en,"The heroic Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag group of 13 Spartans to defend their homeland against the invading Persians (whose ranks include Ghost Rider, Rocky Balboa, the Transformers, and a hunchbacked Paris Hilton). No one is safe when the Spartans take on the biggest icons in pop culture!",32.228,Meet the Spartans,4.0,1414,2008,Comedy,,,,,,,
2304,48000000,http://disney.go.com/fairies/movies/about.html,13179,tt0823671,0,78,en,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""",32.212,Tinker Bell,6.8,1176,2008,Adventure,Animation,Family,Fantasy,,,,
2305,10000000,http://ladybird.movie,391713,tt4925292,78966486,94,en,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",32.203,Lady Bird,7.3,7383,2017,Comedy,Drama,,,,,,
2306,5000000,http://worstpersonfilm.com,660120,tt10370710,11800000,128,no,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",32.182,The Worst Person in the World,7.6,738,2021,Comedy,Drama,Romance,,,,,
